id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint
164163201,18000,18000,18000, 36 months,0.143,617.83,C,C1,Building Inspector,6 years,RENT,155000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,945xx,CA,8.38,5,43876,670,674,1,19,,3,0,1,0.001,13,w,17596.67,17596.67,596.38,596.38,403.33,193.05,0,0,0,43881,0,43910,43850,669,665,0,19,1,Individual,,,
163975489,40000,40000,40000, 36 months,0.0646,1225.24,A,A1,,< 1 year,MORTGAGE,234000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,294xx,SC,14.18,0,33025,720,724,0,,,15,0,134212,0.771,27,w,38990.09,38990.09,1203.71,1203.71,1009.91,193.8,0,0,0,43850,1225.24,43910,43850,724,720,0,,1,Individual,,,
164158633,14000,14000,14000, 60 months,0.1862,360.25,D,D1,Supervisor,3 years,OWN,30000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,305xx,GA,44.28,0,43842,760,764,1,,,7,0,448,0.037,15,w,13951.12,13951.12,338.53,338.53,48.88,289.65,0,0,0,43881,360.25,43910,43850,759,755,0,,1,Joint App,87000,21.02,Not Verified
164154457,8000,8000,8000, 36 months,0.1524,278.27,C,C2,Senior Manager of education,5 years,OWN,113000,Not Verified,44184,Fully Paid,n,other,Other,908xx,CA,12.66,1,44140,675,679,2,3,115,6,1,938,0.041,28,w,0,0,8010.5664,8010.57,8000,10.57,0,0,0,43850,8020.73,,43850,684,680,0,,1,Individual,,,
164152749,8500,8500,8500, 60 months,0.1171,187.84,B,B3,,n/a,RENT,26000,Source Verified,44184,Fully Paid,n,credit_card,Credit card refinancing,895xx,NV,9.83,0,43900,685,689,0,,105,7,1,8481,0.282,8,w,0,0,8525.994278,8525.99,8500,25.99,0,0,0,43850,8534.28,,43850,689,685,0,,1,Individual,,,
164011739,20000,20000,20000, 36 months,0.1862,729.29,D,D1,Cashier/Hostess,7 years,RENT,35000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,891xx,NV,32.78,0,44085,695,699,0,,,7,0,16089,0.834,39,w,19071.54,19071.54,1427.55,1427.55,928.46,499.09,0,0,0,43881,729.29,43910,43850,699,695,0,,1,Joint App,125000,12.27,Verified
164071840,15000,15000,15000, 36 months,0.1612,528.25,C,C3,Corpsman,3 years,RENT,50000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,325xx,FL,15.94,0,44028,685,689,0,27,,9,0,4459,0.525,12,w,14240.01,14240.01,1036.35,1036.35,759.99,276.36,0,0,0,43881,528.25,43910,43850,684,680,0,,1,Individual,,,
163657587,12000,12000,12000, 36 months,0.124,400.87,B,B4,Equipment operator,1 year,RENT,74000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,787xx,TX,9.28,1,44119,665,669,0,22,,19,0,19558,0.333,22,w,11723.13,11723.13,388.47,388.47,276.87,111.6,0,0,0,43881,0,43910,43850,684,680,0,,1,Individual,,,
164151713,10625,10625,10625, 60 months,0.2305,299.83,D,D3,Coder 2,7 years,OWN,49000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,186xx,PA,29.27,0,43954,685,689,0,57,,8,0,32654,0.563,11,w,10529.26,10529.26,279.42,279.42,95.74,183.68,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164153303,36000,36000,36000, 60 months,0.124,808.1,B,B4,IT Manager,10+ years,RENT,62400,Verified,44184,Current,n,debt_consolidation,Debt consolidation,630xx,MO,30.46,0,34182,720,724,0,,,6,0,23859,0.877,11,w,35563.9,35563.9,770.9,770.9,436.1,334.8,0,0,0,43881,0,43910,43850,724,720,0,,1,Individual,,,
163950931,16000,16000,16000, 36 months,0.1171,529.22,B,B3,Senior Service Manager,10+ years,MORTGAGE,90000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,142xx,NY,13.39,0,43958,685,689,0,,,9,0,14770,0.6,17,w,15626.91,15626.91,513.61,513.61,373.09,140.52,0,0,0,43881,0,43910,43850,704,700,0,,1,Individual,,,
164134192,2200,2200,2200, 36 months,0.1102,72.05,B,B2,,n/a,OWN,23251,Not Verified,44184,Current,n,credit_card,Credit card refinancing,215xx,MD,23.39,0,44141,670,674,0,,69,8,1,2048,0.41,11,w,2148.15,2148.15,70.03,70.03,51.85,18.18,0,0,0,43881,0,43910,43850,694,690,0,,1,Individual,,,
164159787,15000,15000,15000, 60 months,0.1862,385.98,D,D1,Teacher,10+ years,MORTGAGE,140000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,484xx,MI,10.04,0,43838,695,699,1,27,,13,0,12345,0.561,32,w,14846.77,14846.77,362.7,362.7,153.23,209.47,0,0,0,43881,0,43910,43850,704,700,0,37,1,Individual,,,
163919605,10000,10000,10000, 60 months,0.1308,227.95,B,B5,Dental Biller,1 year,MORTGAGE,25000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,109xx,NY,23.38,0,35765,725,729,0,,115,10,1,100130,0.041,18,w,9881.05,9881.05,217.05,217.05,118.95,98.1,0,0,0,43881,0,43910,43881,729,725,0,,1,Individual,,,
164060643,7500,7500,7500, 36 months,0.0819,235.69,A,A4,"National Director, Business Development",< 1 year,MORTGAGE,117000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,762xx,TX,31.29,0,43891,715,719,2,,,22,0,31835,0.247,42,w,7315.5,7315.5,230.57,230.57,184.5,46.07,0,0,0,43881,0,43910,43850,719,715,0,,1,Individual,,,
163875258,10000,10000,10000, 36 months,0.2055,374.45,D,D2,,n/a,MORTGAGE,68000,Verified,44184,Current,n,home_improvement,Home improvement,968xx,HI,5.09,2,34394,680,684,1,4,,6,0,9148,0.644,10,w,9813.92,9813.92,357.33,357.33,186.08,171.25,0,0,0,43881,374.45,43910,43850,694,690,0,10,1,Individual,,,
164147999,4000,4000,4000, 36 months,0.1308,134.93,B,B5,Lab Technician/Quality Control Tech,6 years,RENT,42848,Not Verified,44184,Current,n,other,Other,434xx,OH,53,0,44020,690,694,0,77,,8,0,18344,0.695,16,w,3908.67,3908.67,130.57,130.57,91.33,39.24,0,0,0,43881,0,43910,43850,694,690,0,,1,Joint App,94752,36.39,Not Verified
164137142,17000,17000,17000, 36 months,0.1308,573.46,B,B5,New Business Case Manager,1 year,MORTGAGE,40000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,056xx,VT,31.77,0,43864,755,759,0,,,16,0,1738,0.435,33,w,16611.84,16611.84,554.93,554.93,388.16,166.77,0,0,0,43881,0,43910,43850,759,755,0,,1,Joint App,95000,20.67,Not Verified
163666593,17000,17000,17000, 36 months,0.1612,598.68,C,C3,Over-the-road driver,2 years,MORTGAGE,75000,Not Verified,44184,Current,n,other,Other,373xx,TN,13.42,0,44055,720,724,1,31,,12,0,4400,0.355,17,w,16629.69,16629.69,575.84,575.84,370.31,205.53,0,0,0,43881,0,43910,43881,704,700,0,31,1,Individual,,,
163971891,12000,12000,12000, 60 months,0.143,281.09,C,C1,Legal secretary,10+ years,OWN,55000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,582xx,ND,14.62,1,44023,680,684,1,20,,27,0,11217,0.198,50,w,11861.91,11861.91,266.79,266.79,138.09,128.7,0,0,0,43881,0,43910,43850,669,665,0,,1,Individual,,,
164155904,5300,5300,5300, 36 months,0.1102,173.57,B,B2,,n/a,RENT,59000,Not Verified,44184,Current,n,moving,Moving and relocation,891xx,NV,18.56,0,31686,675,679,0,44,,6,0,8157,0.591,17,w,5175.1,5175.1,168.7,168.7,124.9,43.8,0,0,0,43881,0,43910,43850,674,670,0,44,1,Individual,,,
163968711,8000,8000,8000, 36 months,0.0702,247.09,A,A2,,< 1 year,RENT,55000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,782xx,TX,27.12,0,43868,695,699,0,68,,14,0,10971,0.425,23,w,7799.71,7799.71,242.41,242.41,200.29,42.12,0,0,0,43881,0,43910,43850,714,710,2,68,1,Individual,,,
164156520,4000,4000,4000, 36 months,0.0702,123.55,A,A2,Logistics,6 years,MORTGAGE,70000,Source Verified,44184,Current,n,other,Other,211xx,MD,19.36,0,44020,725,729,1,,,6,0,14797,0.439,24,w,0,0,4036.27,4036.27,4000,36.27,0,0,0,43881,4038.61,43881,43850,734,730,0,,1,Individual,,,
164133864,7800,7800,7800, 60 months,0.124,175.09,B,B4,Accounts Receivable,3 years,MORTGAGE,60000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,156xx,PA,22.22,0,43864,750,754,2,,,19,0,22477,0.277,60,w,7705.51,7705.51,167.03,167.03,94.49,72.54,0,0,0,43881,0,43910,43850,774,770,0,,1,Individual,,,
164154547,6900,6900,6900, 36 months,0.1102,225.97,B,B2,,n/a,MORTGAGE,54000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,233xx,VA,25.91,0,44142,690,694,0,,,8,0,17681,0.707,13,w,6737.4,6737.4,219.63,219.63,162.6,57.03,0,0,0,43881,0,43910,43850,694,690,0,,1,Individual,,,
164155070,14000,14000,14000, 36 months,0.0646,428.84,A,A1,RN,4 years,RENT,87000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,920xx,CA,15.45,0,43956,700,704,1,,70,10,1,20538,0.494,19,w,13646.53,13646.53,421.3,421.3,353.47,67.83,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
164163169,8000,8000,8000, 36 months,0.1102,261.99,B,B2,Project Manager,< 1 year,RENT,90000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,100xx,NY,17.73,0,36434,705,709,1,,,7,0,29615,0.825,32,w,7584.15,7584.15,516.63,516.63,415.85,100.78,0,0,0,43881,261.99,43910,43850,709,705,0,,1,Individual,,,
164151530,4800,4800,4800, 36 months,0.1612,169.04,C,C3,Executive Assistant,7 years,MORTGAGE,140000,Source Verified,44184,Current,n,home_improvement,Home improvement,940xx,CA,13.12,0,35735,715,719,1,,,6,0,12369,0.99,12,w,4695.44,4695.44,162.59,162.59,104.56,58.03,0,0,0,43881,0,43910,43850,724,720,0,,1,Individual,,,
164058460,8000,8000,8000, 36 months,0.2305,309.89,D,D3,Welder,5 years,OWN,41000,Not Verified,44184,Current,n,other,Other,729xx,AR,21.28,0,43871,665,669,0,46,,5,0,2920,0.621,16,w,7843.78,7843.78,294.52,294.52,156.22,138.3,0,0,0,43881,0,43910,43850,674,670,0,73,1,Individual,,,
163876925,19675,19675,19675, 36 months,0.1308,663.69,B,B5,Business Manager,10+ years,MORTGAGE,333017,Verified,44184,Current,n,other,Other,450xx,OH,21.62,0,44078,690,694,2,,,10,0,25605,0.874,62,w,18258,18258,1705.93,1705.93,1417,288.93,0,0,0,43881,663.69,43910,43850,694,690,0,,1,Individual,,,
164144035,27000,27000,27000, 60 months,0.0819,549.93,A,A4,Process Support Tech,10+ years,OWN,98000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,805xx,CO,24.91,0,43891,825,829,1,,,11,0,4086,0.077,24,w,26634.35,26634.35,531.5,531.5,365.65,165.84,0,0,0,43881,0,43910,43850,829,825,0,,1,Individual,,,
164159832,10525,10525,10525, 60 months,0.2305,297.01,D,D3,Foreclosure Specialist,1 year,MORTGAGE,45000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,230xx,VA,34.69,0,44075,680,684,0,49,,9,0,13315,0.87,12,w,10430.16,10430.16,276.79,276.79,94.84,181.95,0,0,0,43881,0,43910,43850,679,675,0,49,1,Individual,,,
164027391,10000,10000,10000, 36 months,0.2055,374.45,D,D2,Route sales,10+ years,RENT,70000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,027xx,MA,11.3,0,44140,700,704,0,,,4,0,1879,0.895,5,w,9796.8,9796.8,357.33,357.33,203.2,154.13,0,0,0,43881,0,43910,43850,704,700,0,,1,Individual,,,
164159048,4000,4000,4000, 36 months,0.0756,124.54,A,A3,Mold technician ,< 1 year,RENT,40000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,462xx,IN,11.13,0,43936,735,739,0,,,10,0,2091,0.154,11,w,3899.82,3899.82,122.02,122.02,100.18,21.84,0,0,0,43881,0,43910,43850,739,735,0,,1,Individual,,,
162992267,10200,10200,10200, 36 months,0.1774,367.43,C,C5,,n/a,MORTGAGE,60000,Not Verified,44184,Current,n,small_business,Business,925xx,CA,38.94,0,43989,685,689,0,,101,16,1,25423,0.546,31,w,9983.36,9983.36,352.35,352.35,216.64,135.71,0,0,0,43881,0,43910,43850,679,675,0,,1,Joint App,170000,18.53,Not Verified
163527113,20000,20000,20000, 36 months,0.1774,720.45,C,C5,Senior Consultant,10+ years,MORTGAGE,138000,Not Verified,44184,Current,n,home_improvement,Home improvement,339xx,FL,27.03,0,34973,705,709,3,24,,13,0,13176,0.343,15,w,19575.22,19575.22,690.88,690.88,424.78,266.1,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
163104027,31575,31575,31575, 36 months,0.0702,975.24,A,A2,Lead Tech,2 years,MORTGAGE,80000,Not Verified,44184,Current,n,other,Other,309xx,GA,13.05,0,33208,775,779,0,,,8,0,10936,0.34,20,w,29806.57,29806.57,1932.01,1932.01,1768.43,163.58,0,0,0,43881,0,43910,43881,829,825,0,,1,Individual,,,
164161596,2500,2500,2500, 36 months,0.1308,84.34,B,B5,Truck driver ,5 years,MORTGAGE,80000,Not Verified,44184,Current,n,home_improvement,Home improvement,606xx,IL,25.92,0,44116,715,719,1,,,11,0,16465,0.725,15,w,2442.91,2442.91,81.62,81.62,57.09,24.53,0,0,0,43881,0,43910,43850,719,715,0,,1,Individual,,,
164150808,7300,7300,7300, 36 months,0.143,250.57,C,C1,,n/a,MORTGAGE,72000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,302xx,GA,10.65,0,44016,680,684,2,43,,11,0,4512,0.513,27,w,6950.35,6950.35,492.44,492.44,349.65,142.79,0,0,0,43881,250.57,43910,43850,679,675,0,43,1,Individual,,,
163876528,27825,27825,27825, 60 months,0.1102,605.27,B,B2,Analyst,3 years,RENT,130000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,206xx,MD,24.66,0,34121,720,724,0,52,,15,0,50004,0.651,30,w,27492.29,27492.29,579.72,579.72,332.71,247.01,0,0,0,43881,605.27,43910,43850,734,730,0,,1,Individual,,,
164153356,17000,17000,17000, 36 months,0.1308,573.46,B,B5,Banquet Server,10+ years,RENT,55000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,021xx,MA,34.15,0,44142,670,674,0,,,8,0,18711,0.824,13,w,16611.84,16611.84,554.93,554.93,388.16,166.77,0,0,0,43881,0,43910,43850,674,670,0,,1,Individual,,,
164059822,15000,15000,15000, 36 months,0.1695,534.42,C,C4,Sales,3 years,RENT,120000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,381xx,TN,24.3,0,43868,690,694,2,,,10,0,16361,0.289,22,w,14677.45,14677.45,513.23,513.23,322.55,190.69,0,0,0,43881,0,43910,43881,724,720,0,,1,Individual,,,
164127060,4000,4000,4000, 36 months,0.1774,144.09,C,C5,Teacher technican,10+ years,OWN,54000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,846xx,UT,13.02,0,43987,685,689,0,,,8,0,17652,0.997,12,w,3915.04,3915.04,138.18,138.18,84.96,53.22,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164166344,2100,2100,2100, 36 months,0.0702,64.87,A,A2,District Sales Manager,10+ years,RENT,85000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,193xx,PA,4.39,0,43922,770,774,1,,,9,0,6014,0.087,19,w,2047.41,2047.41,63.64,63.64,52.59,11.05,0,0,0,43881,0,43910,43850,774,770,0,,1,Individual,,,
162889971,20000,20000,20000, 36 months,0.0881,634.23,A,A5,Regulatory Manager,3 years,MORTGAGE,140000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,386xx,MS,16.1,0,44076,685,689,0,27,,9,0,15,0.001,57,f,19512.6,19512.6,619.55,619.55,487.4,132.15,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164158083,4000,4000,4000, 36 months,0.2305,154.95,D,D3,,< 1 year,RENT,33024,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,770xx,TX,33.39,0,43836,690,694,0,46,,10,0,1918,0.155,36,w,3921.88,3921.88,147.27,147.27,78.12,69.15,0,0,0,43881,0,43910,43850,694,690,0,46,1,Individual,,,
163147634,5600,5600,5600, 36 months,0.143,192.22,C,C1,,n/a,MORTGAGE,58000,Verified,44184,Current,n,other,Other,926xx,CA,23.01,0,32264,680,684,2,27,,10,0,7977,0.369,46,w,5474.51,5474.51,185.55,185.55,125.49,60.06,0,0,0,43881,0,43910,43881,694,690,0,41,1,Individual,,,
164155428,12000,12000,12000, 36 months,0.1695,427.54,C,C4,,< 1 year,RENT,60000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,913xx,CA,21.08,0,44022,710,714,1,,,6,0,21298,0.687,14,w,11741.96,11741.96,410.59,410.59,258.04,152.55,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
164158571,18000,18000,18000, 60 months,0.0819,366.62,A,A4,District sales coordinator ,8 years,RENT,150000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,175xx,PA,16.25,0,43957,695,699,2,,,12,0,17615,0.702,16,w,17797.18,17797.18,354.34,354.34,202.82,151.52,0,0,0,43881,366.62,43910,43850,679,675,0,,1,Individual,,,
164137748,30000,30000,30000, 60 months,0.1308,683.83,B,B5,officer,10+ years,RENT,80000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,422xx,KY,29.06,1,44078,670,674,0,4,,13,0,26217,0.566,26,w,29489.41,29489.41,967.13,967.13,510.59,456.54,0,0,0,43881,683.83,43910,43850,674,670,0,,1,Individual,,,
163734387,22000,22000,22000, 36 months,0.1774,792.49,C,C5,,n/a,OWN,97525,Verified,44184,Current,n,credit_card,Credit card refinancing,900xx,CA,21.42,0,43955,660,664,1,,116,10,1,21463,0.872,18,w,21532.74,21532.74,759.97,759.97,467.26,292.71,0,0,0,43850,792.49,43910,43850,664,660,0,,1,Individual,,,
163843899,10000,10000,10000, 36 months,0.1774,360.23,C,C5,Teacher,10+ years,RENT,65000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,865xx,AZ,27.58,2,44050,665,669,0,4,,10,0,8582,0.655,36,w,9787.6,9787.6,345.45,345.45,212.4,133.05,0,0,0,43881,0,43910,43850,679,675,0,79,1,Individual,,,
164154358,40000,40000,40000, 36 months,0.0702,1235.45,A,A2,Software Engineer,10+ years,MORTGAGE,235000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,983xx,WA,5.63,0,43923,700,704,0,48,,13,0,37409,0.517,42,w,38998.55,38998.55,1212.05,1212.05,1001.45,210.6,0,0,0,43881,0,43910,43850,704,700,0,,1,Joint App,380000,5.59,Not Verified
164160297,14875,14875,14875, 60 months,0.143,348.44,C,C1,Sales manager,10+ years,RENT,52000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,880xx,NM,12.72,0,36708,675,679,0,38,,6,0,5808,0.282,14,w,14703.82,14703.82,330.71,330.71,171.18,159.53,0,0,0,43881,0,43910,43850,679,675,0,38,1,Individual,,,
164154882,9600,9600,9600, 36 months,0.1774,345.82,C,C5,,< 1 year,OWN,24000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,856xx,AZ,37.9,0,44049,705,709,0,,,5,0,2672,0.891,9,w,9396.1,9396.1,331.63,331.63,203.9,127.73,0,0,0,43881,0,43910,43850,709,705,0,,1,Individual,,,
164166261,4975,4975,4975, 36 months,0.2305,192.72,D,D3,Underwriting Support Specialist,1 year,RENT,33000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,836xx,ID,15.56,0,43905,690,694,2,,,4,0,710,0.284,4,w,4877.84,4877.84,183.16,183.16,97.16,86,0,0,0,43881,0,43910,43850,699,695,0,,1,Joint App,63000,15.48,Not Verified
164161359,13000,13000,13000, 36 months,0.0881,412.25,A,A5,Director of Finance,6 years,MORTGAGE,128000,Source Verified,44184,Current,n,car,Car financing,405xx,KY,12.24,4,31229,685,689,0,12,,5,0,13096,0.728,14,w,12683.19,12683.19,402.71,402.71,316.81,85.9,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164169112,8000,8000,8000, 36 months,0.1612,281.74,C,C3,Office Manager,2 years,RENT,96000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,342xx,FL,3.46,0,33939,670,674,0,33,,5,0,1631,0.333,12,w,7825.73,7825.73,270.99,270.99,174.27,96.72,0,0,0,43881,0,43910,43850,659,655,0,49,1,Individual,,,
164040065,14000,14000,14000, 36 months,0.288,585.16,D,D5,ASSISTANT ADMINISTRATOR,2 years,MORTGAGE,106000,Source Verified,44184,Fully Paid,n,debt_consolidation,Debt consolidation,871xx,NM,20.06,0,44046,675,679,0,34,83,12,1,39083,0.641,26,w,0,0,14078.4,14078.4,14000,78.4,0,0,0,43850,14112,,43850,679,675,0,34,1,Individual,,,
164065304,28925,28925,28925, 60 months,0.124,649.29,B,B4,VP,10+ years,MORTGAGE,205000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,334xx,FL,21.57,0,35582,715,719,1,,,22,0,46221,0.365,44,w,28574.6,28574.6,619.4,619.4,350.4,269,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
163129119,3000,3000,3000, 36 months,0.1102,98.25,B,B2,Assistant Manager ,10+ years,MORTGAGE,90000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,028xx,RI,25.97,0,44105,755,759,1,,,26,0,12327,0.127,47,w,2929.3,2929.3,95.49,95.49,70.7,24.79,0,0,0,43881,0,43910,43850,744,740,0,,1,Individual,,,
164144759,1000,1000,1000, 36 months,0.1612,35.22,C,C3,Behavior aide ,2 years,RENT,25000,Source Verified,44184,Current,n,other,Other,952xx,CA,17.47,0,44090,675,679,0,,,4,0,2940,0.653,5,w,978.21,978.21,33.88,33.88,21.79,12.09,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
163848465,32000,32000,32000, 60 months,0.124,718.31,B,B4,Marine,10+ years,RENT,82152,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,920xx,CA,25.8,0,43962,740,744,0,37,,11,0,8475,0.273,24,w,31612.36,31612.36,685.24,685.24,387.64,297.6,0,0,0,43881,0,43910,43881,739,735,0,,1,Individual,,,
164051930,6500,6500,6500, 36 months,0.1102,212.87,B,B2,Event Manager ,3 years,RENT,85000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,100xx,NY,11.38,0,44054,715,719,2,,,11,0,5083,0.403,15,w,6346.82,6346.82,206.9,206.9,153.18,53.72,0,0,0,43881,0,43910,43850,719,715,0,,1,Individual,,,
163933612,37450,37450,37450, 60 months,0.1102,814.63,B,B2,Customer service ,8 years,MORTGAGE,52000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,018xx,MA,38.52,0,43989,765,769,1,,,21,0,12873,0.224,28,w,36979.29,36979.29,780.24,780.24,470.71,309.53,0,0,0,43881,0,43910,43850,764,760,0,,1,Joint App,162000,17.92,Source Verified
164147535,40000,40000,40000, 60 months,0.1102,870.1,B,B2,Mechanic,10+ years,MORTGAGE,120000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,492xx,MI,19.25,0,35004,750,754,1,59,,11,0,21349,0.426,30,w,39497.23,39497.23,833.37,833.37,502.77,330.6,0,0,0,43850,870.1,43910,43850,754,750,0,,1,Joint App,192000,17.96,Not Verified
164017320,18000,18000,18000, 60 months,0.1612,438.88,C,C3,Rgistered Nurse,1 year,RENT,100000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,935xx,CA,20.08,0,44176,745,749,0,,,23,0,7262,0.093,34,w,17843.22,17843.22,414.7,414.7,156.78,257.92,0,0,0,43881,438.88,43910,43850,739,735,0,,1,Individual,,,
164154825,6500,6500,6500, 36 months,0.1612,228.91,C,C3,Licensed Health Insurance Agent ,5 years,MORTGAGE,108000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,335xx,FL,7.1,0,43990,665,669,2,41,,15,0,5595,0.381,20,w,6358.41,6358.41,220.18,220.18,141.59,78.59,0,0,0,43881,0,43910,43850,679,675,0,41,1,Individual,,,
164127783,34000,34000,34000, 36 months,0.0646,1041.45,A,A1,Finance Manager ,1 year,RENT,80000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,336xx,FL,27.81,1,44080,710,714,0,15,,9,0,34147,0.409,24,w,33141.58,33141.58,1023.15,1023.15,858.42,164.73,0,0,0,43881,0,43910,43850,714,710,1,15,1,Individual,,,
163988511,2100,2100,2100, 36 months,0.0881,66.6,A,A5,Clerk ,3 years,OWN,25000,Not Verified,44184,Current,n,small_business,Business,251xx,WV,44.98,0,43875,780,784,1,,,67,0,574,0.002,80,w,2048.82,2048.82,65.06,65.06,51.18,13.88,0,0,0,43881,0,43910,43850,784,780,0,,1,Joint App,50000,22.49,Not Verified
163355912,32000,32000,32000, 36 months,0.0702,988.36,A,A2,,< 1 year,OWN,120000,Verified,44184,Current,n,major_purchase,Major purchase,974xx,OR,9.04,0,44113,760,764,0,,,14,0,21533,0.174,21,w,31198.84,31198.84,969.64,969.64,801.16,168.48,0,0,0,43881,0,43910,43850,774,770,0,,1,Individual,,,
163703418,15000,15000,15000, 60 months,0.1524,358.75,C,C2,Field Supervisor,10+ years,RENT,48000,Verified,44184,Current,n,medical,Medical expenses,496xx,MI,14.3,1,43958,695,699,0,19,,4,0,361,0.201,8,w,14831.75,14831.75,339.7,339.7,168.25,171.45,0,0,0,43881,0,43910,43850,699,695,0,19,1,Individual,,,
163869900,21000,21000,21000, 60 months,0.2565,624.41,D,D4,crossing guard,10+ years,RENT,40000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,900xx,CA,19.62,0,43957,675,679,0,,,10,0,7131,0.566,12,w,20824.47,20824.47,579.52,579.52,175.53,403.99,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
164151963,40000,40000,40000, 60 months,0.1695,993.03,C,C4,Consulting,2 years,RENT,120000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,945xx,CA,21.65,0,31017,735,739,0,,,8,0,55074,0.534,20,w,39571.97,39571.97,936.53,936.53,428.03,508.5,0,0,0,43881,993.03,43910,43850,729,725,0,,1,Individual,,,
164025759,5300,5300,5300, 36 months,0.1862,193.27,D,D1,Teacher,3 years,RENT,41000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,251xx,WV,30.5,0,44087,710,714,1,,,8,0,3812,0.847,10,w,5202.67,5202.67,185.05,185.05,97.33,87.72,0,0,0,43881,193.27,43910,43850,714,710,0,,1,Individual,,,
164165300,16000,16000,16000, 36 months,0.1774,576.36,C,C5,Asset Recovery Rep,1 year,RENT,64800,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,939xx,CA,5.39,0,44077,685,689,0,38,,4,0,14445,0.785,13,w,15660.17,15660.17,552.71,552.71,339.83,212.88,0,0,0,43881,0,43910,43850,704,700,0,,1,Individual,,,
